上海,上海市,2015-01-02,LAVIDA,32
上海,上海市,2015-01-02,NEWSANTANA,14
上海,上海市,2015-01-02,POLO2,6
上海,上海市,2015-01-02,TIGUAN,20
上海,上海市,2015-01-02,TOURAN,12
上海,上海市,2015-01-03,LAVIDA,13
上海,上海市,2015-01-03,NEWSANTANA,11
上海,上海市,2015-01-03,POLO2,15
上海,上海市,2015-01-03,TIGUAN,10
上海,上海市,2015-01-03,TOURAN,8
上海,上海市,2015-01-04,LAVIDA,60
上海,上海市,2015-01-04,NEWSANTANA,11
上海,上海市,2015-01-04,PASSATE,2
上海,上海市,2015-01-04,POLO2,50
上海,上海市,2015-01-04,TIGUAN,45
上海,上海市,2015-01-04,TOURAN,27
上海,上海市,2015-01-05,LAVIDA,79
上海,上海市,2015-01-05,NEWSANTANA,43
上海,上海市,2015-01-05,PASSATE,12
上海,上海市,2015-01-05,POLO2,87
上海,上海市,2015-01-05,TIGUAN,112
上海,上海市,2015-01-05,TOURAN,67
上海,上海市,2015-01-06,LAVIDA,71
上海,上海市,2015-01-06,NEWSANTANA,60
上海,上海市,2015-01-06,PASSATE,13
上海,上海市,2015-01-06,POLO2,54
上海,上海市,2015-01-06,TIGUAN,24
上海,上海市,2015-01-06,TOURAN,77
上海,上海市,2015-01-07,LAVIDA,24
上海,上海市,2015-01-07,MULITIVAN,1
上海,上海市,2015-01-07,NEWSANTANA,20
上海,上海市,2015-01-07,PASSATE,20
上海,上海市,2015-01-07,POLO2,30
上海,上海市,2015-01-07,TIGUAN,36
上海,上海市,2015-01-07,TOURAN,76
上海,上海市,2015-01-08,LAVIDA,65
上海,上海市,2015-01-08,POLO2,10
上海,上海市,2015-01-08,TIGUAN,232
上海,上海市,2015-01-08,TOURAN,14
上海,上海市,2015-01-09,LAVIDA,155
上海,上海市,2015-01-09,NEWSANTANA,24
上海,上海市,2015-01-09,PASSATE,8
上海,上海市,2015-01-09,POLO2,21
上海,上海市,2015-01-09,TIGUAN,135
上海,上海市,2015-01-09,TOURAN,21
上海,上海市,2015-01-10,LAVIDA,72
上海,上海市,2015-01-10,PASSATE,1
上海,上海市,2015-01-10,POLO2,25
上海,上海市,2015-01-10,TIGUAN,106
上海,上海市,2015-01-10,TOURAN,16
上海,上海市,2015-01-11,LAVIDA,13
上海,上海市,2015-01-11,TIGUAN,8
上海,上海市,2015-01-12,Beetle,1
上海,上海市,2015-01-12,LAVIDA,44
上海,上海市,2015-01-12,NEWSANTANA,4
上海,上海市,2015-01-12,POLO2,13
上海,上海市,2015-01-12,TIGUAN,15
上海,上海市,2015-01-12,TOURAN,5
上海,上海市,2015-01-13,LAMANDO,2
上海,上海市,2015-01-13,LAVIDA,121
上海,上海市,2015-01-13,NEWSANTANA,1
上海,上海市,2015-01-13,PASSATE,10
上海,上海市,2015-01-13,POLO2,18
上海,上海市,2015-01-13,TIGUAN,150
上海,上海市,2015-01-13,TOURAN,23
上海,上海市,2015-01-14,LAVIDA,66
上海,上海市,2015-01-14,NEWSANTANA,4
上海,上海市,2015-01-14,PASSATE,1
上海,上海市,2015-01-14,POLO2,50
上海,上海市,2015-01-14,TIGUAN,94
上海,上海市,2015-01-14,TOURAN,66
上海,上海市,2015-01-15,LAVIDA,50
上海,上海市,2015-01-15,MULITIVAN,1
上海,上海市,2015-01-15,NEWSANTANA,4
上海,上海市,2015-01-15,PASSATE,5
上海,上海市,2015-01-15,POLO2,20
上海,上海市,2015-01-15,TIGUAN,84
上海,上海市,2015-01-15,TOURAN,22
上海,上海市,2015-01-16,LAVIDA,64
上海,上海市,2015-01-16,NEWSANTANA,2
上海,上海市,2015-01-16,PASSATE,1
上海,上海市,2015-01-16,POLO2,6
上海,上海市,2015-01-16,SHARAN,4
上海,上海市,2015-01-16,TIGUAN,40
上海,上海市,2015-01-16,TOUAREG,1
上海,上海市,2015-01-16,TOURAN,27
上海,上海市,2015-01-17,LAVIDA,9
上海,上海市,2015-01-17,NEWSANTANA,1
上海,上海市,2015-01-17,PASSATE,1
上海,上海市,2015-01-17,POLO2,9
上海,上海市,2015-01-17,TIGUAN,20
上海,上海市,2015-01-17,TOURAN,2
上海,上海市,2015-01-18,LAVIDA,8
上海,上海市,2015-01-18,PASSATE,1
上海,上海市,2015-01-18,TIGUAN,36
上海,上海市,2015-01-19,LAVIDA,107
上海,上海市,2015-01-19,PASSATE,2
上海,上海市,2015-01-19,POLO2,19
上海,上海市,2015-01-19,TIGUAN,58
上海,上海市,2015-01-19,TOURAN,36
上海,上海市,2015-01-20,LAVIDA,56
上海,上海市,2015-01-20,MULITIVAN,1
上海,上海市,2015-01-20,POLO2,16
上海,上海市,2015-01-20,TIGUAN,108
上海,上海市,2015-01-20,TOURAN,15
上海,上海市,2015-01-21,LAVIDA,59
上海,上海市,2015-01-21,PASSATE,3
上海,上海市,2015-01-21,POLO2,18
上海,上海市,2015-01-21,TIGUAN,254
上海,上海市,2015-01-21,TOURAN,20
上海,上海市,2015-01-22,Beetle,1
上海,上海市,2015-01-22,LAVIDA,72
上海,上海市,2015-01-22,PASSATE,2
上海,上海市,2015-01-22,POLO2,44
上海,上海市,2015-01-22,TIGUAN,22
上海,上海市,2015-01-22,TOURAN,17
上海,上海市,2015-01-23,LAVIDA,73
上海,上海市,2015-01-23,PASSATE,1
上海,上海市,2015-01-23,POLO2,36
上海,上海市,2015-01-23,TIGUAN,76
上海,上海市,2015-01-23,TOURAN,25
上海,上海市,2015-01-24,LAVIDA,27
上海,上海市,2015-01-24,POLO2,6
上海,上海市,2015-01-24,TIGUAN,46
上海,上海市,2015-01-24,TOURAN,9
上海,上海市,2015-01-25,TIGUAN,6
上海,上海市,2015-01-26,LAMANDO,1
上海,上海市,2015-01-26,LAVIDA,51
上海,上海市,2015-01-26,NEWSANTANA,1
上海,上海市,2015-01-26,POLO2,1
上海,上海市,2015-01-26,TIGUAN,27
上海,上海市,2015-01-26,TOURAN,5
上海,上海市,2015-01-27,LAVIDA,109
上海,上海市,2015-01-27,POLO2,17
上海,上海市,2015-01-27,TIGUAN,87
上海,上海市,2015-01-27,TOUAREG,4
上海,上海市,2015-01-27,TOURAN,11
上海,上海市,2015-01-28,LAMANDO,1
上海,上海市,2015-01-28,LAVIDA,44
上海,上海市,2015-01-28,PASSATE,2
上海,上海市,2015-01-28,POLO2,18
上海,上海市,2015-01-28,TIGUAN,45
上海,上海市,2015-01-28,TOURAN,8
上海,上海市,2015-01-29,LAVIDA,79
上海,上海市,2015-01-29,NEWSANTANA,6
上海,上海市,2015-01-29,POLO2,27
上海,上海市,2015-01-29,TIGUAN,85
上海,上海市,2015-01-29,TOUAREG,5
上海,上海市,2015-01-29,TOURAN,59
上海,上海市,2015-01-30,LAVIDA,34
上海,上海市,2015-01-30,PASSATE,6
上海,上海市,2015-01-30,POLO2,2
上海,上海市,2015-01-30,SHARAN,1
上海,上海市,2015-01-30,TIGUAN,74
上海,上海市,2015-01-30,TOURAN,3
上海,上海市,2015-01-31,LAVIDA,52
上海,上海市,2015-01-31,POLO2,26
上海,上海市,2015-01-31,TIGUAN,100
上海,上海市,2015-01-31,TOURAN,25
上海,上海市,2015-02-02,LAMANDO,1
上海,上海市,2015-02-02,LAVIDA,64
上海,上海市,2015-02-02,NEWSANTANA,3
上海,上海市,2015-02-02,POLO2,15
上海,上海市,2015-02-02,TIGUAN,134
上海,上海市,2015-02-02,TOURAN,76
上海,上海市,2015-02-03,LAVIDA,115
上海,上海市,2015-02-03,MULITIVAN,1
上海,上海市,2015-02-03,POLO2,47
上海,上海市,2015-02-03,SCIROCCO,2
上海,上海市,2015-02-03,TIGUAN,98
上海,上海市,2015-02-03,TOURAN,69
上海,上海市,2015-02-04,LAVIDA,13
上海,上海市,2015-02-04,POLO2,22
上海,上海市,2015-02-04,TIGUAN,67
上海,上海市,2015-02-04,TOURAN,15
上海,上海市,2015-02-05,Beetle,1
上海,上海市,2015-02-05,LAVIDA,72
